AÑO,CÓDIGO_ETC,ETC,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,TAMAÑO_PROMEDIO_DE_GRUPO,SEDES_CONECTADAS_A_INTERNET,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_TRANSICIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
2011,3769,Boyacá (ETC),209581,82.87,82.85,59.66,80.12,70.4,43.95,103.07,72.54,98.73,121.66,90.55,22.78,24.04,3.32,2.5,2.41,4.51,3.69,93.34,97.34,95.55,90,92.6,3.35,0.16,2.05,5.49,3.72,1.46,0.2,1.24,2.16,0.96
2017,3809,Bucaramanga,92423,103.02,102.7,73.25,103.45,89,57.54,113.59,113.36,118.09,114,102.93,31.898,99.19,2.43,4.22,1.79,3.04,1.86,94.75,95.47,96.04,92.58,95.89,2.82,0.31,2.18,4.39,2.25,2.17,0.62,1.63,3.53,1.25
2015,3809,Bucaramanga,95351,100.12,99.89,68.65,99.66,86.57,56.72,111.58,104.53,117.86,112.46,99.08,27.26,95.97,2.93,3.83,2.25,3.87,2.19,94.36,95.78,96.13,91.94,94.27,2.71,0.39,1.63,4.19,3.54,1.76,0.41,1.51,2.54,1.19
2011,3809,Bucaramanga,101508,99.1,98.95,68.74,95.35,87.57,61.99,106.97,97.8,110.46,111.1,95.08,24.61,98.51,3.76,2.41,2.79,4.74,4.72,96.06,97.59,97.18,95.1,94.47,0.19,0,0.03,0.16,0.81,1.91,0.47,1.33,3.11,1.17
2013,3809,Bucaramanga,98363,99.2,99,66.01,95.97,86.43,61.01,110.78,112.99,114.64,110.51,101.94,43.18,99.2,3.38,3.75,2.37,4.64,3.09,96.51,96.23,97.62,95.21,96.54,0.11,0.02,0.01,0.15,0.37,1.99,0.75,1.26,3.38,1.42
2016,3809,Bucaramanga,93859,101.06,100.78,69.62,100.72,86.82,58.29,111.88,107.79,115.52,112.23,104.96,25.2,93.5,5.45,6.2,5.18,6.66,2.66,91.9,93.72,93.3,88.69,94.85,2.65,0.08,1.52,4.65,2.49,2.15,0.48,1.67,3.44,1.22
2012,3809,Bucaramanga,99854,987131211568891,98.52,72.02,96.51,86.03,58.44,108.57,72.02,96.51,86.03,58.44,27.03,100,4.41,5.26,3.52,5.59,3.53,95.52,94.74,96.47,94.38,96.14,0.07,0,0.02,0.04,0.33,1.11,0.31,0.92,1.74,0.53
2014,3809,Bucaramanga,96859,99.31,99.13,64.87,97.65,86.33,57.61,110.83,105.37,119.22,110.58,95.18,27.35,74.4,2.13,2.54,1.77,2.62,1.8,97.78,97.46,98.22,97.33,97.73,0.09,0,0.01,0.06,0.47,2.14,0.79,1.81,3.2,1.18
2017,3819,Buenaventura,96269,70.69,70.59,40.83,67.05,51.69,24.13,85.76,77.16,95.49,87.8,61.26,23.536,49.06,1.96,2.03,2.34,1.61,1.42,92.05,95.76,92.27,90.78,92.63,6,2.2,5.39,7.61,5.95,0.6,0.7,0.77,0.46,0.19
2015,3819,Buenaventura,94529,83.49,83.23,48.08,85.18,50.81,22.57,99.48,105.51,123.33,88.16,58.92,14.62,33.03,2.94,2.35,2.52,3.87,2.97,92.58,96.1,93.74,89.46,92.62,4.48,1.55,3.74,6.68,4.4,0.61,0.44,0.54,0.9,0.22
2014,3819,Buenaventura,94134,82.64,82.37,52.63,83.81,51.37,20.05,98.56,124.4,120.31,85.73,57.02,11.41,21.53,1.31,1.6,1.24,1.41,1.03,98.58,98.39,98.65,98.42,98.94,0.11,0.01,0.11,0.17,0.03,0.43,0.07,0.55,0.42,0.28
2016,3819,Buenaventura,95288,69.9,69.74,35.93,66.37,49.71,25.36,84.99,74.61,95.64,85.96,61.49,18.135,50,4.07,3.49,4.39,4.02,3.39,90.72,94.98,91.06,88.9,92.71,5.22,1.52,4.55,7.08,3.9,0.75,0.91,1.11,0.5,0.15
2013,3819,Buenaventura,93965,84.51,84.31,69.94,80.87,51.1,21.91,101.21,131.12,121.81,89.24,59.53,15.82,15.24,1.22,0.67,0.89,1.83,1.8,97.35,99.17,97.8,95.95,97.18,1.43,0.15,1.32,2.22,1.02,0.18,0.09,0.22,0.19,0.02
2012,3819,Buenaventura,93842,679855501800899,67.94,36.6,63,46.15,19.09,89.16,36.6,63,46.15,19.09,16.63,27.57,1.53,1.12,1.34,1.94,1.61,94.75,98.25,96.02,91.51,95.11,3.72,0.63,2.64,6.55,3.28,0.38,0.11,0.49,0.32,0.39
2011,3819,Buenaventura,94078,66.53,66.52,20.24,66.49,43.93,20.79,86.64,48.05,107.6,84.31,58.81,11.87,31.99,6.36,7.26,4.76,8.47,7.94,91.8,92.49,94.38,87.85,89.96,1.84,0.25,0.86,3.68,2.11,0.09,0.03,0.08,0.13,0
2012,3773,Caldas (ETC),130025,825487406268025,82.51,61.63,78.83,68.21,38.86,95.02,61.63,78.83,68.21,38.86,22.14,26.11,5.06,5.39,4.51,6.32,3.51,85.71,93.94,87.5,80.65,87.21,9.23,0.67,7.99,13.03,9.28,1.13,0.14,1.13,1.46,0.81
2016,3773,Caldas (ETC),126371,75.11,75.09,46.88,70.04,65.9,40.43,86.7,63.44,88.82,94.43,77.36,24.923,28.07,5.06,4.92,3.76,7.1,3.96,88.1,94.66,90.25,83.03,91.49,6.83,0.42,5.99,9.87,4.54,1.49,0.31,1.4,2.07,0.79
2015,3773,Caldas (ETC),127213,76.76,76.74,48.62,72.14,66.22,39.53,88.38,64.65,91.28,95.44,78.73,25.14,22.88,3.79,3.67,2.81,5.24,3.31,87.33,95.68,89.71,81.67,90.21,8.88,0.64,7.47,13.09,6.48,3.43,0.54,3.59,4.35,1.69
2017,3773,Caldas (ETC),125643,73.57,73.51,48.62,67.73,65.1,40.45,84.26,61.06,84.84,93.43,75.92,26.478,31.24,3.73,3.8,2.85,4.95,3.28,88.63,95.83,91.02,83.82,90.37,7.64,0.37,6.14,11.23,6.36,2.08,0.28,1.64,3.32,0.98
2014,3773,Caldas (ETC),128038,78.85,78.82,50.29,74.03,68.16,38.55,89.99,68.15,93.3,97.64,77.35,26.18,21.44,2.74,3.14,2.12,3.55,2.55,93.86,96.52,95.04,91.68,94.02,3.41,0.34,2.84,4.77,3.43,4.51,1.04,4.93,5.39,2.27
2011,3773,Caldas (ETC),131774,85.18,85.16,61.94,82.61,68.74,39.32,97.06,75.63,105.56,101.15,78.52,21.61,39.95,5.03,5.15,4.71,6.02,3.43,87.48,94.43,88.99,83.17,89.42,7.49,0.42,6.3,10.81,7.15,1.42,0.24,1.3,2.06,0.78
2013,3773,Caldas (ETC),129051,80.64,80.62,52.09,76.29,68.08,39.32,93.5,72.63,99.59,98.67,78.39,40.93,26.24,4.67,5,3.96,5.93,3.7,85.93,94.5,87.76,80.82,87.86,9.4,0.5,8.28,13.24,8.44,0.99,0.27,1.08,1.13,0.71
2012,3818,Cali,448156,867162327403851,86.46,61.71,84.21,71.34,42.64,97.69,61.71,84.21,71.34,42.64,21.5,98.83,5.26,6.68,4.57,6.29,4.01,92.01,93.16,93.61,89.22,93.23,2.74,0.16,1.82,4.49,2.76,0.61,0.21,0.57,0.82,0.36
2015,3818,Cali,440855,79.61,79.36,48.05,77.6,66.95,39.98,89.33,77.07,95.32,93.6,73.1,23.16,99.41,2.01,2.39,1.66,2.53,1.66,91.81,97,93.75,87.89,93.44,6.18,0.61,4.59,9.58,4.9,1.38,0.68,1.18,1.95,0.77
2013,3818,Cali,445567,83.31,83.05,54.24,80.47,70.25,42.36,94.2,87,100.18,97.66,77.32,29.52,96.12,3.45,3.07,3.14,4.01,3.2,94.87,96.66,95.69,93.42,94.94,1.68,0.27,1.16,2.57,1.86,1.36,0.41,1.07,2,1.04
2011,3818,Cali,452185,88.13,87.85,53.61,86.02,74.45,46.24,98.54,94.47,106.12,100.29,79.92,20.27,99.71,2.77,2.24,2.52,3.19,2.77,91.98,96.84,94.21,88.44,91.14,5.25,0.92,3.27,8.37,6.09,0.94,0.24,0.67,1.48,0.71
2014,3818,Cali,442870,80.25,80.01,50.27,77.85,68.36,40.22,90.37,80.82,95.64,94.92,74.02,23.19,100,2.39,2.08,2.05,3.01,2.08,95.27,97.65,96.24,93.33,95.85,2.34,0.27,1.72,3.66,2.07,1.59,0.49,1.25,2.33,1.17
2017,3818,Cali,440289,75.15,74.88,46.56,72.2,67.33,39.82,83.85,69.74,85.69,90.9,72.51,30.903,96.5,4.06,4.89,3.38,4.94,3.44,89.24,94.43,91.29,85.02,92.11,6.7,0.68,5.33,10.04,4.45,0.9,0.36,0.82,1.2,0.55
2016,3818,Cali,440216,76.51,76.25,43.59,74.42,66.61,40.84,86.17,69.43,90.1,91.71,74.15,26.127,99.4,3.94,5.01,3.07,4.99,3.46,88.5,94.54,91.62,83.09,90.24,7.57,0.45,5.31,11.92,6.31,0.79,0.49,0.65,1.11,0.5
2013,3775,Caquetá (ETC),84127,75.31,75.31,44.12,78.05,48.47,18.51,88.49,84.57,112.85,78.64,44.88,44.58,7.45,7.6,6.26,7.84,8.1,4.94,90.95,93.35,91.06,89.48,93.09,1.45,0.39,1.1,2.41,1.97,1,0.36,1.01,1.27,0.62
2014,3775,Caquetá (ETC),84019,72.5,72.48,40.31,74.21,48.45,18.04,84.02,74.57,105.12,77.71,45.54,27.98,9.54,4.53,4.82,4.24,5.1,4.12,95.4,95.18,95.69,94.89,95.51,0.07,0,0.08,0.01,0.37,0.89,0.22,1.01,0.93,0.62
2012,3775,Caquetá (ETC),84373,788925367119813,78.88,44.67,83.35,49.03,18.95,92.63,44.67,83.35,49.03,18.95,26.77,10.18,7.82,6.81,7.49,9.18,6.15,90.49,93,91.31,87.88,90.82,1.69,0.2,1.2,2.93,3.03,0.79,0.07,0.84,0.99,0.43
2011,3775,Caquetá (ETC),84182,86.09,86.08,59.27,89.57,50.44,19.36,103.12,83.1,134,94.41,46.87,23.21,8.73,3.27,2.85,3.22,3.53,3.29,96.48,97.08,96.63,96.35,94.52,0.25,0.07,0.15,0.12,2.19,1.14,0.92,1.15,1.21,0.9
2015,3775,Caquetá (ETC),83838,63.29,63.29,35.69,64.31,44.83,18.04,73.1,64.25,91.52,67.94,39.58,18.77,12.11,3.98,4.23,3.56,4.9,3.01,90.82,94.67,91.16,88.51,93.52,5.2,1.1,5.27,6.59,3.46,2.13,1.43,2.26,2.23,1.48
2017,3775,Caquetá (ETC),83532,66.5,66.5,39.36,66.08,48.35,19.6,76.83,69.23,94.31,72.44,43.74,25.956,8.61,6.71,6.93,5.78,8.43,6.21,89.36,92.46,90.81,85.85,89.65,3.92,0.61,3.4,5.71,4.14,3.91,1.91,4.37,4.18,1.79
2016,3775,Caquetá (ETC),83679,67.59,67.57,39.07,67.74,46.83,19.34,78.05,70.36,97.03,72.37,43.63,25.686,8.58,7.08,7.11,6.15,9.06,5.89,90.83,92.61,92.14,87.77,91.25,2.1,0.28,1.71,3.17,2.86,1.9,0.8,2.21,1.96,0.61
2013,4910,Cartagena,214358,96.3,96.11,68.78,93.73,81.14,49.14,107.39,106.92,113.43,109.31,89.31,34.8,93.44,2.93,3.54,2.57,3.3,2.78,90.21,95.79,91.8,87.05,89.69,6.86,0.67,5.62,9.65,7.53,1.27,0.47,1.34,1.57,0.68
2017,4910,Cartagena,210840,97.47,97.3,71.51,97.47,81.51,51.49,106.43,104.61,114.19,108.59,85.07,31.899,6.99,2.77,4.26,2.33,3.1,2.51,89.29,95.33,90.6,85.95,90.32,7.94,0.41,7.07,10.95,7.18,7.73,7.78,7.35,9.55,3.82
2015,4910,Cartagena,212927,96.55,96.39,66.98,95.32,80.99,48.66,105.53,99.04,114.1,108.57,82.43,24.76,95.11,3.19,3.72,2.62,3.95,2.81,88.48,95.74,90.61,83.81,89.85,8.32,0.54,6.77,12.24,7.34,6.72,6.13,6.57,8.1,3.63
2014,4910,Cartagena,213740,96.81,96.62,68.79,94.11,83.09,47.67,106.61,105.31,114,109.92,83.19,24.15,92.9,2.66,3.34,2.51,2.68,2.75,91.77,96.44,93.4,88.83,91.24,5.57,0.22,4.09,8.49,6.02,1.92,0.85,1.83,2.58,1.01
2016,4910,Cartagena,211933,95.92,95.76,63.84,95.67,79.39,51.55,104.75,96.86,114.57,106.03,82.93,27.31,93.09,2.75,4,2.16,3.32,2.54,89.13,94.83,91.34,84.77,90.1,8.12,1.17,6.5,11.91,7.36,2.12,0.91,1.98,2.9,1.13
2012,4910,Cartagena,215327,958936872756319,95.7,67.97,93.74,79.38,49.1,107.64,67.97,93.74,79.38,49.1,23.28,63.1,2.4,2.8,2.09,2.44,3.19,90.16,95.17,91.99,86.98,89.11,7.45,2.03,5.91,10.58,7.7,1.68,0.41,1.56,2.2,1.38
2011,4910,Cartagena,215302,97.82,97.53,65.4,96.18,78.41,51.31,118,100.22,129.65,120.3,93.49,23,56.15,2.23,1.91,2.13,2.41,2.3,93.29,97.42,94.27,91.71,91.6,4.48,0.67,3.6,5.88,6.09,1.17,0.4,1.02,1.72,0.66
2015,3821,Cartago,24003,85.61,85.59,51.15,81.1,77.55,42.88,97.14,73.73,99.5,107.88,81.42,30.32,93.02,0.93,0.57,0.77,1.25,0.76,88.77,98.86,92.55,80.82,92.87,10.3,0.57,6.68,17.93,6.37,7.35,2.53,6.16,11.36,2.36
2013,3821,Cartago,24395,88.73,88.69,61.44,85.71,76.82,43.58,105.93,85.48,112.13,112.41,88.25,51.83,74.42,2.22,1.86,1.64,3.23,1.84,88.65,97.34,91.72,81.35,92.23,9.13,0.8,6.65,15.42,5.93,2.16,0.27,1.84,3.5,0.71
2016,3821,Cartago,23917,84.38,84.37,51.31,79.77,76.91,46.84,95.21,76.18,96.16,103.3,85.96,30.401,97.67,0.86,1.82,0.68,0.99,0.66,88.84,96.28,92.18,82.32,91.34,10.3,1.9,7.15,16.69,8,7,1.27,6.12,10.82,2.51
2017,3821,Cartago,23853,83.34,83.3,53.62,77.14,75.22,48.57,93.47,75.65,92.45,103.23,85.11,33.166,2.33,2.45,2.33,1.91,3.23,2.18,88.55,96.79,92.34,81.36,91.12,9,0.88,5.74,15.41,6.7,8.03,2.73,6.83,12.18,3.54
2011,3821,Cartago,24966,92.95,92.89,73.5,89.33,77.08,46.85,107.43,94.46,108.84,115.93,93.78,25.69,10.53,3.11,2.17,2.48,4.34,2.64,85.27,97.21,91.53,74.69,83.71,11.62,0.62,6,20.98,13.65,2.45,0.06,1.45,4.53,1.8
2012,3821,Cartago,24577,921145786711153,92.09,75.03,87.52,78.69,45.15,106.71,75.03,87.52,78.69,45.15,31.14,70.18,2.25,1.86,1.88,2.77,2.42,86.6,97.36,91.54,76.85,88.7,11.15,0.77,6.58,20.38,8.88,2.37,0.06,1.62,3.82,2.5
2014,3821,Cartago,24168,88.36,88.32,53.46,84.78,78.04,42.69,101.45,78.69,103.28,113.82,83.91,31.58,,0.97,0.76,0.62,1.44,1.05,88.64,97.65,92.67,80.56,92.08,10.38,1.59,6.71,18,6.87,6.53,0.91,5.74,9.74,3.06
2016,3825,Casanare (ETC),54397,97,96.94,61.38,95.98,79.06,43.96,107.88,90.12,117.59,113.03,81.67,24.378,32.88,4.01,3.64,3.26,5.43,3.24,91.51,96.26,93.66,87.26,91.85,4.48,0.1,3.09,7.31,4.9,2.22,0.38,1.91,3.35,1.35
2015,3825,Casanare (ETC),54212,98.8,98.8,65.89,98.67,79.38,42.94,109.6,95.87,121.55,112.7,79.95,25.03,22.61,3.74,3.36,2.86,5.29,3.22,89.56,96.18,92.27,83.58,90.99,6.71,0.46,4.87,11.14,5.78,1.85,0.29,1.63,2.86,0.82
2014,3825,Casanare (ETC),54134,99.82,99.81,65.42,99.14,80.97,42.47,112.57,95.36,127.7,113.67,81.02,24.67,17.7,2.14,1.97,1.92,2.47,2.2,92.68,97.74,94.5,88.56,93.4,5.19,0.29,3.58,8.97,4.4,1.89,0.22,1.68,2.86,1.04
2011,3825,Casanare (ETC),54539,101.1,101.09,67.96,100.05,80.8,39.73,114.55,92.51,126.14,124.47,77.78,27.24,39.33,4.18,2.92,3.81,4.92,4.31,91.8,96.72,93.79,88.33,90.67,4.02,0.35,2.41,6.75,5.02,0.92,0.15,0.83,1.34,0.48
2012,3825,Casanare (ETC),54219,102058319039451,102.02,73.28,101.37,81.78,40.91,114.82,73.28,101.37,81.78,40.91,23.08,14.79,7.45,6.13,6.11,9.71,7.47,86.97,93.76,89.88,81.04,87.24,5.58,0.11,4.01,9.25,5.29,1.32,0.2,1.19,1.99,0.65
2017,3825,Casanare (ETC),54652,95.04,95,64.74,93.51,79.11,43.45,109.78,95.19,121.55,112.5,81.45,25.094,17.73,2.97,3.16,2.38,3.8,2.87,91.51,96.74,93.4,87.34,92.32,5.52,0.1,4.22,8.86,4.81,2.04,0.19,1.83,3.03,1.29
2013,3825,Casanare (ETC),54163,101.17,101.16,70.18,99.73,81.5,41.61,113.84,104.57,126.59,116.56,81.47,24.86,28.68,3.48,4.12,2.89,4.39,2.93,91.24,95.33,92.77,87.71,92.06,5.28,0.55,4.34,7.91,5.01,1.42,0.49,1.38,2,0.52
2017,3777,Cauca (ETC),255661,78.71,78.7,46.98,80.43,62.08,29.88,95.04,81.3,106.2,97.57,69.92,19.053,29.96,3.03,2.5,1.84,4.61,4.13,89.76,96.13,91.48,85.6,89.78,7.21,1.37,6.68,9.78,6.08,0.85,0.29,0.74,1.22,0.65
2016,3777,Cauca (ETC),259066,79.43,79.42,45.84,81.36,60.57,29.69,95.51,81.25,109.38,96.52,67.27,19.381,49.08,2.93,2.58,1.86,4.47,3.6,90.41,96.26,91.58,87.27,90.1,6.65,1.16,6.55,8.26,6.3,0.72,0.35,0.75,0.84,0.43
2013,3777,Cauca (ETC),269300,80.96,80.95,44.85,83.34,58.76,27.08,101.59,83.31,122.24,96.98,70.03,29.19,24.28,3.77,1.74,3.6,4.68,3.42,90.92,97.13,90.87,88.98,92.43,5.31,1.13,5.53,6.34,4.14,1.1,0.26,1.09,1.36,0.97
2012,3777,Cauca (ETC),272752,79964216577697,79.94,51.46,82.96,55.81,25.98,98.89,51.46,82.96,55.81,25.98,18.94,44.18,3.75,2.74,3,5.07,4.63,91.77,96.84,92.06,90.01,91.36,4.48,0.42,4.94,4.92,4.02,1.06,0.12,0.9,1.62,0.91
2014,3777,Cauca (ETC),265895,81.26,81.26,43.63,83.35,60.35,27.94,102.8,81.03,116.33,105.6,75.43,20.53,41.26,4.77,1.44,4.04,6.62,5.16,95.11,98.56,95.95,93.37,93.71,0.12,0,0.02,0.01,1.14,0.83,0.17,0.81,1.16,0.4
2011,3777,Cauca (ETC),275451,83.23,83.21,50.25,85.69,57.42,26.3,94.27,79.42,116.89,88.2,58.51,18.11,28.56,2.74,1.94,1.98,4,3.35,91.71,96.7,91.91,90.36,91.39,5.55,1.36,6.11,5.63,5.25,1.13,0.23,1.17,1.43,0.61
2015,3777,Cauca (ETC),262740,78.32,78.32,42.04,81.32,58.47,28.03,95.56,77.9,111,94.63,68.98,17.99,42.24,2.25,2.28,1.35,3.57,2.67,90.69,96.51,91.96,87.13,91.09,7.05,1.21,6.69,9.3,6.23,1.19,0.23,1.15,1.57,0.96
2017,3779,Cesar (ETC),148558,106.63,106.54,66.64,103.73,79.51,42.4,119.64,129,139.17,112.2,77.98,29.748,27.47,4.47,6.18,4.15,4.96,2.82,90.11,92.49,90.63,88,91.95,5.42,1.33,5.22,7.04,5.23,1.02,0.65,1.09,1.22,0.33
2014,3779,Cesar (ETC),152763,102.44,102.33,63.47,100.56,75.35,34.02,121.6,129.72,143.52,113.37,76.75,28.8,31.2,4.22,5.44,3.78,4.92,2.87,92.61,93.63,93.88,89.96,93.43,3.17,0.93,2.34,5.12,3.7,1.53,0.96,1.42,2.05,0.95
2016,3779,Cesar (ETC),149826,105.23,105.13,61.28,103.31,77.24,40.94,120.85,125.3,139.11,113.58,85.29,28.121,35.7,5.53,7.75,5.25,5.95,3.3,88.89,89.34,89.2,87.19,92.6,5.58,2.91,5.55,6.85,4.09,1.26,1.06,1.28,1.55,0.4
2011,3779,Cesar (ETC),157841,99.44,99.36,71.32,100.81,65.58,31.29,118.62,116.42,141.39,113.34,71.37,18.74,29.18,8.81,5.93,8.93,9.93,7.2,89.24,93.51,89.64,87.11,89.64,1.95,0.56,1.43,2.97,3.16,1.34,1.3,1.28,1.73,0.45
2012,3779,Cesar (ETC),156103,986854833026912,98.64,73.45,98.57,68.58,31.98,116.65,73.45,98.57,68.58,31.98,26.18,26.38,5.81,6.49,6.05,5.77,3.55,89.4,90.69,89.49,87.84,92.66,4.79,2.83,4.46,6.39,3.79,1.38,0.79,1.23,2.04,0.78
2015,3779,Cesar (ETC),151371,101.36,101.29,65.53,98.91,75.02,36.13,119.89,124.29,141.85,109.79,80.79,26.39,36.16,4.49,6.01,4.14,5.06,2.87,89.94,92.35,90.66,87.23,92.77,5.57,1.63,5.2,7.71,4.36,1.65,1,1.53,2.26,0.8
2013,3779,Cesar (ETC),154339,100.53,100.47,63.31,99.76,71.72,33.06,118.71,133.17,136.42,113.39,75.75,45.1,15.26,5.1,6.43,4.91,5.4,3.51,89.15,90.59,89.56,87.05,92.4,5.75,2.98,5.53,7.56,4.09,1.14,1.29,1,1.43,0.74
2012,10904,Chía,24432,957514734774067,95.22,61,86.28,89.5,60.72,106.16,61,86.28,89.5,60.72,18.99,100,3.13,3.78,1.8,4.23,3.55,95.74,96.13,97.39,93.85,95.84,1.13,0.09,0.81,1.91,0.61,1.83,0,0.77,3.41,1.68
2011,10904,Chía,24170,92.85,92.44,59.57,82.56,88.25,57.7,103.26,79.46,96.05,118.03,102.92,20.87,36.36,4.5,4.17,4.12,5.01,4.3,94.87,95.71,95.6,94.54,93.31,0.63,0.12,0.28,0.45,2.39,2.21,0.98,1.75,3.15,1.41
2014,10904,Chía,25118,96.66,95.74,48.63,86.08,88.71,63.33,106.41,77.69,101.12,117.53,111.09,21.53,59.09,2.06,1.83,1.44,2.55,2.77,97.75,98.17,98.56,97.45,95.88,0.19,0,0,0,1.36,2.21,0.69,0.84,4.39,1.19
2016,10904,Chía,25731,103.24,101.93,58.19,94.44,93.75,62.36,114.22,91.98,109.4,124.63,115.86,21.011,100,3.41,3.38,2.76,4.62,2.13,89.69,90.51,92.57,84.76,93.56,6.9,6.12,4.66,10.62,4.32,1.09,0.32,0.73,1.8,0.69
2015,10904,Chía,25468,102.01,100.65,57.76,92.75,91.72,65.17,111.89,91.39,108.18,119.14,116.38,22.52,100,2.77,2.46,2.54,3.42,1.79,90.93,97.32,93.93,85.48,93.27,6.3,0.22,3.52,11.1,4.95,5.5,3.02,4.13,8.24,3.46
2013,10904,Chía,24764,93.6,92.73,48.07,84.71,84.65,58.61,102.8,82.97,99.73,113.01,99.44,25.49,36.36,2.88,2.89,2.15,3.87,2.47,97.1,97.11,97.85,96.09,97.53,0.01,0,0,0.04,0,1.56,1.5,0.61,2.51,1.89
2017,10904,Chía,25996,103.48,102.22,55.2,96.15,94.21,62.89,113.51,90.78,110.01,122.86,114.26,29.92,100,2.21,3.3,1.66,2.73,2.04,89.49,92.33,92.16,84.62,92.82,8.3,4.37,6.18,12.65,5.14,1.37,0.21,1.11,2.17,0.57
2011,3789,Chocó (ETC),110965,78.67,78.67,45,83.32,32.36,13.3,103.16,75.98,153.33,71.97,46.59,15.79,10.58,3.59,2.2,3.77,3.68,3.08,96.3,97.77,96.15,96.26,96.12,0.12,0.03,0.08,0.06,0.8,0.31,0.28,0.3,0.4,0.13
2016,3789,Chocó (ETC),111967,74.65,74.65,44.63,77.57,40.31,15.99,92.55,83.29,122.48,75.72,49.72,22.817,37.42,4.44,4.91,3.86,5.69,4.01,86.84,94.67,86.15,84.6,91.65,8.71,0.42,9.99,9.71,4.35,2.18,0.19,3.05,1.33,0.47
2014,3789,Chocó (ETC),111306,76.03,76.03,49.68,80.26,38.97,13.44,96.46,86.62,124.27,81.18,56.9,17.44,18.81,3.99,3.61,3.66,5.15,3.24,90.28,96.15,90.22,87.37,93.58,5.74,0.25,6.12,7.48,3.18,0.13,0,0.08,0.29,0.17
2017,3789,Chocó (ETC),112325,74.94,74.94,48.46,76.62,42.02,17.23,92.55,87.05,116.38,79.65,56.35,24.627,34.78,2.8,3.38,2.23,3.96,2.49,88.32,96.37,87.55,86.02,92.38,8.88,0.25,10.22,10.02,5.13,2.6,0.76,3.55,1.69,0.48
2012,3789,Chocó (ETC),110965,757797503717388,75.77,57.15,79.63,33.02,13.67,95.49,57.15,79.63,33.02,13.67,13.57,14.84,1.89,1.37,1.59,2.82,2.48,92.61,96.85,92.44,90.7,94.27,5.51,1.78,5.98,6.48,3.25,0.59,0.37,0.66,0.59,0.18
2015,3789,Chocó (ETC),111800,75.13,75.13,47.25,78.52,38.8,14.82,97.04,88.16,126.36,80.61,55.02,17.25,17.74,5.86,5.27,5.25,7.88,4.26,86.83,94.35,85.93,84.75,92.6,7.31,0.38,8.82,7.38,3.15,0.5,0.11,0.7,0.29,0.1
2013,3789,Chocó (ETC),110963,75.75,75.75,49.74,80.63,36.03,13.83,94.29,92.2,125.25,75.18,49.81,14.09,3.13,4.93,3.54,4.34,7.23,4.54,88.86,96.41,88.48,85.78,92.23,6.21,0.05,7.18,6.99,3.23,0.19,0.33,0.2,0.15,0.07
2014,3795,Ciénaga,27233,89.78,89.2,52.42,81.49,72.45,35.56,99.78,114.17,107.34,103.76,66.09,18.76,10,1.17,0.49,0.83,1.7,1.23,98.67,99.51,99.17,98.3,97.29,0.17,0,0,0,1.48,2.12,2.78,1.28,3.26,0.95
2011,3795,Ciénaga,28430,94.79,94.64,50.4,91.43,63.4,38.72,107.09,115.05,124.98,95.95,79.3,19.97,22.22,2.92,0.93,3.67,2.5,2.39,93.67,99.02,92.23,94.3,93.85,3.42,0.04,4.1,3.19,3.76,0.63,0.13,0.32,1.18,0.87
2015,3795,Ciénaga,26779,93.76,93.39,56.46,84.81,74.92,35.87,105.63,133.11,111.57,110.47,68.26,23.44,33.33,2.48,2.39,2.21,3.09,1.56,97.24,97.61,97.78,96.26,98.08,0.28,0,0.01,0.64,0.36,2.29,0.53,1.37,4.34,0.64
2013,3795,Ciénaga,27658,92.59,92.25,55.92,87.29,68.99,34.37,111.88,128.86,136.86,99.08,67.14,33.95,26.53,1.83,0.98,1.65,2.4,1.57,98.17,99.02,98.35,97.6,98.43,0,0,0,0,0,0.68,0.65,0.52,1.01,0.29
2016,3795,Ciénaga,26322,100.92,100.65,65.86,91.85,77.85,40.31,114.11,145.76,120.46,116.91,77.94,24.208,27.35,4.1,4.23,4.28,4.46,2.11,95.55,95.35,95.32,95.35,97.28,0.35,0.42,0.4,0.19,0.6,2.6,3.7,2.1,3.41,0.83
2012,3795,Ciénaga,28267,910036438249549,90.84,48.95,90.2,63.19,33.78,104.45,48.95,90.2,63.19,33.78,20.99,36.51,3.55,3.47,3.29,4.11,3.05,96.05,96.53,96.24,95.38,96.95,0.4,0,0.47,0.52,0,0.61,1.49,0.52,0.58,0.37
